food_code,food_name,primarysource,secondarysource,Primary food group,food_group_nin,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g
D035,"Capsicum, yellow (Capsicum annuum)",ifct2017,ukfct,,Other vegetables,78,18.64,1.95,1.35,0.41,0.97,2.19
D036,Cauliflower (Brassica oleracea var. botrytis),ifct2017,ukfct,,Other vegetables,96,22.94,2.03,2.15,0.44,0.47,3.71
D037,Celery stalk (Apium graveolens),ifct2017,ukfct,,Other vegetables,69,16.49,2.33,0.98,0.24,0.75,2.09
D038,Cho-cho-marrow (Sechium edule),ifct2017,,,Other vegetables,79,18.88,3.47,0.66,0.15,0.76,1.55
D039,Cluster beans (Cyamopsis tetragonobola),ifct2017,ukfct,,Other vegetables,168,40.15,4.91,3.55,0.37,0.12,4.83
D040,"Colocasia, stem, black (Colocasia esculenta)",ifct2017,,,Other vegetables,100,23.9,3.83,0.76,0.34,0.53,3.01
D041,"Colocasia, stem, green (Colocasia esculenta)",ifct2017,,,Other vegetables,81,19.36,2.86,0.91,0.22,0.25,2.33
D042,"Corn, Baby (Zea mays)",ifct2017,,,Other vegetables,306,73.13,11.66,2.69,1.33,0.49,6.09
D043,"Cucumber, green, elongate (Cucumis sativus)",ifct2017,ukfct,,Other vegetables,82,19.6,3.48,0.71,0.16,0.27,2.14
D044,"Cucumber, green, short (Cucumis sativus)",ifct2017,ukfct,,Other vegetables,73,17.45,2.82,0.83,0.18,0.21,2.13
D045,"Cucumber, orange, round (Cucumis sativus)",ifct2017,ukfct,,Other vegetables,82,19.6,3.01,0.98,0.24,0.22,2.46
D046,Drumstick (Moringa oleifera),ifct2017,,,Other vegetables,123,29.4,3.76,2.62,0.12,1.47,6.83
D047,"Field beans, tender, broad (Vicia faba)",ifct2017,,,Other vegetables,129,30.83,2.75,3.06,0.64,0.95,5.64
D048,"Field beans, tender, lean (Vicia faba)",ifct2017,,,Other vegetables,140,33.46,2.85,3.71,0.6,0.76,6.19
D049,"French beans, country (Phaseolus vulgaris)",ifct2017,,,Other vegetables,102,24.38,2.68,2.49,0.26,1.06,4.38
D050,"French beans, hybrid (Phaseolus vulgaris)",ifct2017,,,Other vegetables,93,22.23,2.63,2.12,0.19,1,4.18
D051,"Jack fruit, raw (Artocarpus heterophyllus)",ifct2017,ukfct,,Other vegetables,110,26.29,3.48,1.98,0.35,2.02,7.69
D052,"Jack fruit, seed, mature (Artocarpus heterophyllus)",ifct2017,,,Other vegetables,322,76.96,11.81,5.79,0.44,2.23,8.63
D053,Knol - Khol (Brassica oleracea),ifct2017,,,Other vegetables,67,16.01,1.39,1.58,0.35,0.43,2.75
D054,"Kovai, big (Coccinia cordifolia)",ifct2017,,,Other vegetables,73,17.45,2.01,1.39,0.24,0.98,3
D055,"Kovai, small (Coccinia cordifolia)",ifct2017,,,Other vegetables,80,19.12,2.41,1.22,0.24,1.07,3.25
D056,Ladies finger (Abelmoschus esculentus),ifct2017,ukfct,,Other vegetables,115,27.49,3.62,2.08,0.22,0.48,4.08
D057,"Mango, green, raw (Mangifera indica)",ifct2017,ukfct,,Other vegetables,205,49,10.59,0.69,0.08,2.42,3.01
D058,"Onion, stalk (Allium cepa)",ifct2017,,,Other vegetables,107,25.57,2.99,2.07,0.26,0.41,5.21
D059,"Papaya, raw (Carica papaya)",ifct2017,ukfct,,Other vegetables,100,23.9,4.4,0.5,0.23,3.63,2.28
D060,Parwar (Trichosanthes dioica),ifct2017,,,Other vegetables,101,24.14,3.54,1.4,0.3,0.37,2.61
D061,"Peas, fresh (Pisum sativum)",ifct2017,ukfct,,Other vegetables,340,81.26,11.88,7.25,0.13,0.97,6.32
D062,"Plantain, flower (Musa x paradisiaca)",ifct2017,,,Other vegetables,89,21.27,2.15,1.47,0.63,0.17,5.25
D063,"Plantain, green (Musa x paradisiaca)",ifct2017,,,Other vegetables,334,79.83,17.58,1.18,0.23,0.86,3.6
D064,"Plantain, stem (Musa x paradisiaca)",ifct2017,,,Other vegetables,165,39.44,8.64,0.35,0.16,0.65,2.12
D065,"Pumpkin, green, cylindrical (Cucurbita maxima)",ifct2017,,,Other vegetables,103,24.62,4.22,0.87,0.18,2.9,2.53
D066,"Pumpkin, orange, round (Cucurbita maxima)",ifct2017,,,Other vegetables,97,23.18,4,0.84,0.16,2.97,2.56
D067,"Red gram, tender, fresh (Cajanus cajan)",ifct2017,,,Other vegetables,520,124.28,19.46,8.09,0.92,0.55,5.9
D068,Ridge gourd (Luffa acutangula),ifct2017,ukfct,,Other vegetables,55,13.15,1.72,0.91,0.14,0.62,1.81
D069,"Ridge gourd, smooth skin (Luffa acutangula)",ifct2017,ukfct,,Other vegetables,64,15.3,2.24,0.98,0.13,0.41,1.85
D070,"Snake gourd, long, pale green (Trichosanthes anguina)",ifct2017,ukfct,,Other vegetables,52,12.43,1.27,0.98,0.25,0.42,2.27
D071,"Snake gourd, long, dark green (Trichosanthes anguina)",ifct2017,ukfct,,Other vegetables,50,11.95,1.23,0.89,0.25,0.45,2.27
D072,"Snake gourd, short (Trichosanthes anguina)",ifct2017,ukfct,,Other vegetables,61,14.58,2.15,0.54,0.26,0.46,2.29
D073,"Tinda, tender (Praecitrullus fistulosus)",ifct2017,ukfct,,Other vegetables,58,13.86,1.9,1.02,0.17,0.44,2
D074,"Tomato, green (Solanum lycopersicum)",ifct2017,ukfct,,Other vegetables,87,20.79,3.18,1.12,0.27,0.83,1.62
D075,"Tomato, ripe, hybrid (Solanum lycopersicum)",ifct2017,,,Other vegetables,79,18.88,3.2,0.76,0.25,1.82,1.58
D076,"Tomato, ripe, local (Solanum lycopersicum)",ifct2017,,,Other vegetables,82,19.6,2.71,0.9,0.47,1.34,1.77
D077,"Zucchini, green (Cucurbita pepo)",ifct2017,,,Other vegetables,84,20.08,2.33,1.1,0.51,0.14,2.3
D078,"Zucchini, yellow (Cucurbita pepo)",ifct2017,,,Other vegetables,79,18.88,2.2,1.31,0.44,0.29,1.84
D080,Cowpea pods,ifct2004,,,Other vegetables,200.83,48,8.1,3.5,0.2,0,2
D081,Double beans,ifct2004,,,Other vegetables,355.64,85,12.3,8.3,0.3,0,4.3
D082,Drumstick flowers,ifct2004,,,Other vegetables,209.2,50,7.1,3.6,0.8,0,1.3
D083,Ghosala,ifct2004,,,Other vegetables,75.31,18,2.9,1.2,0.2,0,2
D086,Kankoda,ifct2004,,,Other vegetables,217.57,52,7.7,3.1,1,0,3
D087,Karonda fresh,ifct2004,,,Other vegetables,175.73,42,2.9,1.1,2.9,0,1.5
D088,Karonda dry,ifct2004,,,Other vegetables,1522.98,364,67.1,2.3,9.6,0,0
D089,Kheksa,ifct2004,,,Other vegetables,121.34,29,6.4,0.6,0.1,0,1.6
D090,"Lakuch, raw",ifct2004,,,Other vegetables,305.43,73,13.9,1.6,1.2,0,2.8
D091,"Lotus stem, dry",ifct2004,,,Other vegetables,979.06,234,51.4,4.1,1.3,0,25
D092,Leeks,ifct2004,,,Other vegetables,322.17,77,17.2,1.8,0.1,0,1.3
D093,Pink beans,ifct2004,,,Other vegetables,184.1,44,7,3.1,0.4,0,2.1
D095,Pumpkin flowers,ifct2004,,,Other vegetables,163.18,39,5.8,2.2,0.8,0,0.7
D096,"Sundakai, dry",ifct2004,,,Other vegetables,1125.5,269,55,8.3,1.7,0,17.6
D097,Sword beans,ifct2004,,,Other vegetables,184.1,44,7.8,2.7,0.2,0,1.5
D098,Vegetable marrow,ifct2004,,,Other vegetables,71.13,17,3.5,0.5,0.1,0,0.8
D099,"Water chestnut, dry",ifct2004,,,Other vegetables,1380.72,330,68.9,13.4,0.8,0,0
D100,Agathi flowers,ifct2004,,,Other vegetables,108.78,26,4.4,1,0.5,0,0.8
D101,Artichoke,ifct2004,,,Other vegetables,330.54,79,16,3.6,0.1,0,1.2
D102,Bagnaha,ifct2004,,,Other vegetables,6.28,1.5,11.5,6.1,3.8,0,9.6
D103,"Borooee, raw",ifct2004,,,Other vegetables,267.78,64,14.1,1.5,0.2,0,2.3
D104,Chaltha,ifct2004,,,Other vegetables,246.86,59,13.4,0.8,0.2,0,2.5
D105,Kandan kathiri,ifct2004,,,Other vegetables,163.18,39,4.8,3.1,0.8,0,14.2
D106,"Lotus seed, green and mature",ifct2004,,,Other vegetables,238.49,57,8.8,3.9,0.7,0,0.9
D107,Madapu ginja,ifct2004,,,Other vegetables,1422.56,340,22.4,20.2,18.8,0,0
D109,Phutka chattoo,ifct2004,,,Other vegetables,313.8,75,14.1,3.9,0.4,0,0
D110,Nisorha flowers,ifct2004,,,Other vegetables,255.22,61,9.3,4.7,0.5,0,3.3
D111,Rhubarb stalks,ifct2004,,,Other vegetables,108.78,26,4.3,1.1,0.5,0,0.3
D112,Sanga ka phal,ifct2004,,,Other vegetables,414.22,99,23.1,1.5,0.1,0,1
D113,Sannhemp flowers,ifct2004,,,Other vegetables,276.14,66,10.4,4.8,0.6,0,3.9
D114,"Sea weeds, fresh",ifct2004,,,Other vegetables,83.68,20,3.7,0.8,0.2,0,0.3
D115,"Sea weeds, dry",ifct2004,,,Other vegetables,1066.92,255,51.2,10.8,0.8,0,5
D116,Silk cotton flowers,ifct2004,,,Other vegetables,196.65,47,9.5,1.5,0.3,0,1.6
D117,Tetralobar bean,ifct2004,,,Other vegetables,125.52,30,4.8,1.9,0.4,0,1.8
D118,Water lily flowers,ifct2004,,,Other vegetables,138.07,33,5.4,1.6,0.6,0,0.9
D500,"Curly kale, raw",ukfct,,,,140,33,1.4,3.4,1.6,1.3,0
D502,"Tomatoes, cherry, raw",ukfct,,,,94,22,3.6,1.1,0.5,3.6,1.3
D503,"Sweetcorn, kernels, raw",ukfct,,,,254,60,8.1,3.4,1.8,2,0
D504,"Olives, green, in brine, drained, flesh and skin",ukfct,,,,422,103,0,0.9,11,0,0
D505,"Gherkins, pickled, drained",ukfct,,,,61,14,2.6,0.9,0.1,2.4,1.5
D506,"Pickle, sweet",ukfct,,,,476,111,28,0.6,0.1,24.6,1.2
D507,PITTED BLACK OLIVES,usda,,,,556.47,133,6.67,0,13.33,0,0
D508,"Beans, broad, whole, raw",ukfct,,,,247,59,7.2,5.7,1,1.3,0
E001,"Apple, big (Malus domestica)",ifct2017,ukfct,,Fruits,261,62.38,13.11,0.29,0.64,9.53,2.59
E002,"Apple, green (Malus domestica)",ifct2017,ukfct,,Fruits,214,51.15,10.65,0.46,0.5,8.39,2.54
E003,"Apple, small (Malus domestica)",ifct2017,ukfct,,Fruits,267,63.81,13.95,0.31,0.53,9.8,2.06
E004,"Apple, small, Kashmir (Malus domestica)",ifct2017,ukfct,,Fruits,269,64.29,13.99,0.27,0.6,9.15,2.07
E005,"Apricot, dried (Prunus armeniaca)",ifct2017,ukfct,,Fruits,1321,315.72,72.63,3.17,0.74,25.72,3.32
E006,"Apricot, processed (Prunus armeniaca)",ifct2017,ukfct,,Fruits,236,56.4,10.93,1.47,0.64,4.36,0.59
E007,Avocado fruit (Persea sp.),ifct2017,ukfct,,Fruits,604,144.36,1.75,2.95,13.86,1.65,6.69
E008,Bael fruit (Aegle marmelos),ifct2017,,,Fruits,569,135.99,28.21,2.63,0.57,16.35,6.31
E009,"Banana, ripe, montham (Musa x paradisiaca)",ifct2017,ukfct,,Fruits,463,110.66,24.95,1.25,0.32,14.9,2.21
E010,"Banana, ripe, poovam (Musa x paradisiaca)",ifct2017,ukfct,,Fruits,445,106.36,23.41,1.49,0.35,12.54,2.33
E011,"Banana, ripe, red (Musa x paradisiaca)",ifct2017,ukfct,,Fruits,467,111.61,25.21,1.29,0.29,14.57,1.98
E012,"Banana, ripe, robusta (Musa x paradisiaca)",ifct2017,ukfct,,Fruits,440,105.16,23.63,1.23,0.33,13.65,1.94
E013,Black berry (Rubus sp.),ifct2017,ukfct,,Fruits,227,54.25,10.64,0.92,0.63,7.61,4.35
E014,"Cherries, red (Prunus cerasus)",ifct2017,ukfct,,Fruits,250,59.75,11.87,1.49,0.46,10.72,2.12
E015,"Currants, black (Ribes nigrum)",ifct2017,ukfct,,Fruits,227,54.25,9.93,1.51,0.53,6.33,4.07
E016,Custard apple (Annona squamosa),ifct2017,ukfct,,Fruits,414,98.95,20.38,1.62,0.67,13.35,5.1
E017,"Dates, dry, pale brown (Phoenix dactylifera)",ifct2017,ukfct,,Fruits,1340,320.26,74.91,2.45,0.35,66.63,8.95
E018,"Dates, dry, dark brown (Phoenix dactylifera)",ifct2017,ukfct,,Fruits,1301,310.94,72.67,2.38,0.35,68.84,9.1
E019,"Dates, processed (Phoenix dactylifera)",ifct2017,ukfct,,Fruits,1197,286.08,67.95,1.18,0.41,56.96,6.52
E020,Fig (Ficus carica),ifct2017,ukfct,,Fruits,341,81.5,16.28,2.03,0.37,8.64,4.64
E021,Goosberry (Emblica officinalis),ifct2017,ukfct,,Fruits,99,23.66,4.39,0.34,0.16,3.39,7.75
E022,"Grapes, seeded, round, black (Vitis vinifera)",ifct2017,ukfct,,Fruits,254,60.71,13.23,0.76,0.32,10.02,1.35
E023,"Grapes, seeded, round, green (Vitis vinifera)",ifct2017,ukfct,,Fruits,235,56.17,12.19,0.77,0.29,9.59,1.25
E024,"Grapes, seeded, round, red (Vitis vinifera)",ifct2017,ukfct,,Fruits,244,58.32,12.55,0.95,0.29,10.47,1.28
E025,"Grapes, seedless, oval, black (Vitis vinifera)",ifct2017,ukfct,,Fruits,395,94.41,20.48,1.41,0.46,9.19,1.64
E026,"Grapes, seedless, round, green (Vitis vinifera)",ifct2017,ukfct,,Fruits,224,53.54,11.81,0.62,0.26,9.6,1.28
E027,"Grapes, seedless, round, black (Vitis vinifera)",ifct2017,ukfct,,Fruits,374,89.39,19.86,1.24,0.35,10.88,1.15
E028,"Guava, white flesh (Psidium guajava)",ifct2017,ukfct,,Fruits,135,32.27,5.13,1.44,0.32,4.1,8.59
E029,"Guava, pink flesh (Psidium guajava)",ifct2017,ukfct,,Fruits,195,46.61,9.14,1.19,0.25,7.79,7.39
E030,"Jack fruit, ripe (Artocarpus heterophyllus)",ifct2017,,,Fruits,302,72.18,14.01,2.74,0.15,12.21,3.62
E031,"Jambu fruit, ripe (Syzygium samarangense)",ifct2017,ukfct,,Fruits,235,56.17,12.3,0.82,0.17,6.84,3.07
E032,Karonda fruit (Carissa carandas),ifct2017,,,Fruits,141,33.7,2.87,1.15,1.67,1.75,7.25
E033,"Lemon, juice (Citrus limon)",ifct2017,ukfct,,Fruits,153,36.57,6.97,0.41,0.75,2.59,0
E034,"Lime, sweet,pulp (Citrus limetta)",ifct2017,ukfct,,Fruits,114,27.25,5.18,0.76,0.2,3.42,2.07
E035,Litchi (Nephelium litchi),ifct2017,ukfct,,Fruits,225,53.78,11.41,0.99,0.26,9.3,1.34
E036,"Mango, ripe, banganapalli (Mangifera indica)",ifct2017,ukfct,,Fruits,175,41.83,8.18,0.54,0.55,7.77,1.88
E037,"Mango, ripe, gulabkhas (Mangifera indica)",ifct2017,ukfct,,Fruits,209,49.95,10.32,0.52,0.53,8.13,1.67
E038,"Mango, ripe, himsagar (Mangifera indica)",ifct2017,ukfct,,Fruits,187,44.69,9.03,0.46,0.54,8.06,1.55
E039,"Mango, ripe, kesar (Mangifera indica)",ifct2017,ukfct,,Fruits,231,55.21,11.36,0.54,0.57,9,2.02
E040,"Mango, ripe, neelam (Mangifera indica)",ifct2017,ukfct,,Fruits,178,42.54,8.21,0.68,0.55,7.94,1.77
E041,"Mango, ripe, paheri (Mangifera indica)",ifct2017,ukfct,,Fruits,188,44.93,8.67,0.68,0.58,8.48,1.97
E042,"Mango, ripe, totapari (Mangifera indica)",ifct2017,ukfct,,Fruits,248,59.27,12.75,0.41,0.49,9.24,1.73
E043,Mangosteen (Garcinia mangostana),ifct2017,ukfct,,Fruits,219,52.34,11.41,0.63,0.24,8.91,1.87
E044,Manila tamarind (Pithecellobium dulce),ifct2017,,,Fruits,342,81.74,13.54,3.56,1.14,12.13,4.4
E045,"Musk melon, orange flesh (Cucumis melon)",ifct2017,,,Fruits,97,23.18,4.24,0.42,0.35,2.99,1.51
E046,"Musk melon, yellow flesh (Cucumis melon)",ifct2017,,,Fruits,116,27.72,5.4,0.53,0.26,2.36,1.49
E047,"Orange, pulp (Citrus aurantium)",ifct2017,ukfct,,Fruits,156,37.28,7.92,0.7,0.13,6.86,1.29
E048,"Palm fruit, tender (Borassus flabellifer)",ifct2017,,,Fruits,101,24.14,4.92,0.5,0.12,0.19,2.4
E049,"Papaya, ripe (Carcia papaya)",ifct2017,,,Fruits,100,23.9,4.61,0.42,0.16,4.09,2.83
E050,Peach (Prunus communis),ifct2017,ukfct,,Fruits,168,40.15,7.82,0.86,0.37,6.95,2.13
E051,Pear (Pyrus sp.),ifct2017,ukfct,,Fruits,157,37.52,8.09,0.36,0.27,7.39,4.48
E052,Phalsa (Grewia asiatica),ifct2017,,,Fruits,299,71.46,15.09,1.66,0.14,13,4.54
E053,Pineapple (Ananas comosus),ifct2017,ukfct,,Fruits,180,43.02,9.42,0.52,0.16,8.56,3.46
E054,Plum (Prunus domestica),ifct2017,,,Fruits,238,56.88,12.1,0.64,0.4,10.13,2.07
E055,"Pomegranate, maroon seeds (Punica granatum)",ifct2017,ukfct,,Fruits,229,54.73,11.58,1.33,0.15,10.87,2.83
E056,Pummelo (Citrus maxima),ifct2017,,,Fruits,210,50.19,10.64,0.68,0.42,4.38,0.8
E057,"Raisins, dried, black (Vitis vinifera)",ifct2017,ukfct,,Fruits,1279,305.68,71.29,2.57,0.34,61.51,3.92
E058,"Raisins, dried, golden (Vitis vinifera)",ifct2017,ukfct,,Fruits,1241,296.6,68.79,2.76,0.35,57.12,4.56
E059,Rambutan (Nephelium lappaceum),ifct2017,ukfct,,Fruits,306,73.13,16.84,0.68,0.16,15.8,1.02
E060,Sapota (Achras sapota),ifct2017,,,Fruits,307,73.37,13.9,0.92,1.26,12.3,9.6
E061,Soursop (Annona muricata),ifct2017,,,Fruits,260,62.14,11.94,0.74,0.94,9.83,4.95
E062,Star fruit (Averrhoa carambola),ifct2017,ukfct,,Fruits,110,26.29,4.51,0.79,0.39,3.95,2.81
E063,Strawberry (Fragaria x ananassa),ifct2017,ukfct,,Fruits,103,24.62,3.4,0.97,0.56,3.56,2.5
E064,"Tamarind, pulp (Tamarindus indica)",ifct2017,ukfct,,Fruits,1207,288.47,67.35,2.92,0.15,52.88,5.31
E065,"Water melon, dark green (sugar baby) (Citrullus vulgaris)",ifct2017,ukfct,,Fruits,85,20.32,3.86,0.6,0.16,3.66,0.7
E066,"Water melon, pale green (Citrullus vulgaris)",ifct2017,ukfct,,Fruits,70,16.73,3.02,0.59,0.16,3,0.78
E067,Wood Apple (Limonia acidissima),ifct2017,,,Fruits,327,78.15,7.52,3.14,3.62,3.81,5.21
E068,Zizyphus (Zizyphus jujube),ifct2017,,,Fruits,204,48.76,9.4,1.34,0.35,8.29,3.73
E069,Ambada,ifct2004,,,Fruits,200.83,48,4.5,0.7,3,0,1
E070,Amla,ifct2004,,,Fruits,242.67,58,13.7,0.5,0.1,0,3.4
E071,Avocado pear,ifct2004,,,Fruits,899.56,215,0.8,1.7,22.8,0,0
E072,Banyan tree figs,ifct2004,,,Fruits,301.25,72,11.8,1.7,2,0,8.5
E073,Bilimbi,ifct2004,,,Fruits,79.5,19,3.5,0.5,0.3,0,1
E074,Bread fruit,ifct2004,,,Fruits,297.06,71,15.8,1.5,0.2,0,2.1
E075,Bullock's heart,ifct2004,,,Fruits,292.88,70,15.7,1.4,0.2,0,5.2
E076,Cape gooseberry,ifct2004,,,Fruits,221.75,53,11.1,1.8,0.2,0,3.2
E077,Grapes blue variety,ifct2004,,,Fruits,242.67,58,13.1,0.6,0.4,0,2.8
E078,Grapes pale green variety,ifct2004,,,Fruits,297.06,71,16.5,0.5,0.3,0,2.9
E079,Grape fruit marsh's seedless,ifct2004,,,Fruits,188.28,45,10,1,0.1,0,0
E080,Grape fruit triumph,ifct2004,,,Fruits,133.89,32,7,0.7,0.1,0,0
E081,"Guava, country",ifct2004,,,Fruits,213.38,51,11.2,0.9,0.3,0,5.2
E082,"Guava, hill",ifct2004,,,Fruits,158.99,38,9,0.1,0.2,0,4.8
E083,Harfarowrie,ifct2004,,,Fruits,133.89,32,5.9,0.7,0.6,0,1.1
E085,"Jamb, safed",ifct2004,,,Fruits,79.5,19,3.7,0.1,0.4,0,2.2
E087,Korukkapalli,ifct2004,,,Fruits,326.35,78,16,2.7,0.4,0,1
E088,Lakuch,ifct2004,,,Fruits,276.14,66,13.3,0.7,1.1,0,2
E089,Lemon,ifct2004,,,Fruits,238.49,57,11.1,1,0.9,0,1.7
E090,Lemon sweet,ifct2004,,,Fruits,146.44,35,7.3,0.7,0.3,0,0.7
E091,"Lichies, bastard",ifct2004,,,Fruits,255.22,61,13.1,1.4,0.3,0,0.5
E092,Lime,ifct2004,,,Fruits,246.86,59,10.9,1.5,1,0,1.3
E093,Loquat,ifct2004,,,Fruits,179.91,43,9.6,0.6,0.3,0,0.8
E094,"Mahua, ripe",ifct2004,,,Fruits,464.42,111,22.7,1.4,1.6,0,0
E097,Mulberry,ifct2004,,,Fruits,205.02,49,10.3,1.1,0.4,0,1.1
E099,Orange juice,ifct2004,,,Fruits,37.66,9,1.9,0.2,0.1,0,0
E100,Palmyra fruit ripe (mesocarp),ifct2004,,,Fruits,364.01,87,20.7,0.7,0.2,0,0.5
E101,Palmyra fruit tender,ifct2004,,,Fruits,121.34,29,6.5,0.6,0.1,0,0.3
E102,Passion fruit,ifct2004,,,Fruits,225.94,54,12.4,0.9,0.1,0,9.6
E103,Passion fruit juice,ifct2004,,,Fruits,154.81,37,7.7,1.2,0.2,0,1.2
E104,Persimmon,ifct2004,,,Fruits,317.98,76,17.9,0.7,0.2,0,0.9
E106,Prunes,ifct2004,,,Fruits,234.3,56,12.8,0.5,0.3,0,0.5
E107,Quince,ifct2004,,,Fruits,209.2,50,11.9,0.3,0.1,0,1.7
E108,Raspberry,ifct2004,,,Fruits,234.3,56,11.7,1,0.6,0,1
E109,Rose apple,ifct2004,,,Fruits,163.18,39,8.5,0.7,0.2,0,1.2
E111,Tomatillo,ifct2004,,,Fruits,129.7,31,5.8,0.7,0.6,0,0.6
E112,Tree tomato,ifct2004,,,Fruits,146.44,35,6.7,1.5,0.2,0,4.2
E113,Baincha,ifct2004,,,Fruits,476.98,114,22.7,1.7,1.8,0,4.7
E114,Bamboo fruit,ifct2004,,,Fruits,640.15,153,34.2,3.9,0.1,0,3.9
E115,Blackberry,ifct2004,,,Fruits,154.81,37,6.7,1.3,0.5,0,3.8
E116,Borooee,ifct2004,,,Fruits,338.9,81,17.6,2,0.3,0,4.7
E117,Carambola,ifct2004,,,Fruits,117.15,28,6.1,0.7,0.1,0,0.8
E118,Cherimoyer,ifct2004,,,Fruits,372.38,89,20.2,1.3,0.3,0,1.5
E119,Durian,ifct2004,,,Fruits,765.67,183,34.1,2.8,3.9,0,0
E120,Gab,ifct2004,,,Fruits,472.79,113,26.6,1.4,0.1,0,1.5
E121,Jurmata,ifct2004,,,Fruits,815.88,195,43.3,4.8,0.3,0,3.4
E122,Kesaur,ifct2004,,,Fruits,313.8,75,17,1.6,0.1,0,0.6
E123,Kila pazham,ifct2004,,,Fruits,230.12,55,11.5,0.8,0.6,0,7.3
E124,Kusum fruits,ifct2004,,,Fruits,221.75,53,9.9,1.5,0.8,0,0.6
E125,Langsat,ifct2004,,,Fruits,184.1,44,9.5,0.8,0.3,0,2.3
E126,"Matasura, whole fruit",ifct2004,,,Fruits,246.86,59,10.6,1.9,1,0,13.1
E127,"Matasura, skin and pulp",ifct2004,,,Fruits,251.04,60,9.1,2.3,1.6,0,1.7
E128,Mulchari,ifct2004,,,Fruits,669.44,160,35.9,1.8,1,0,4.3
E129,Neem fruit,ifct2004,,,Fruits,313.8,75,15.1,1.3,1,0,0
E130,Nisorha,ifct2004,,,Fruits,271.96,65,12.2,1.8,1,0,0.3
E131,Paniyala,ifct2004,,,Fruits,347.27,83,19.9,0.5,0.1,0,1
E132,Papa,ifct2004,,,Fruits,761.49,182,34.9,3.7,3.1,0,9.5
E133,Perar,ifct2004,,,Fruits,234.3,56,12.5,1,0.2,0,3.9
E134,Pipal tree figs,ifct2004,,,Fruits,460.24,110,21.2,2.5,1.7,0,9.9
E135,Piyal,ifct2004,,,Fruits,393.3,94,19.5,2.2,0.8,0,1.5
E136,Rayan,ifct2004,,,Fruits,560.66,134,27.7,0.5,2.4,0,0
E137,Sirk,ifct2004,,,Fruits,661.07,158,33.3,3.2,1.3,0,4.9
E138,Star apple,ifct2004,,,Fruits,117.15,28,6.3,0.3,0.2,0,1
E139,Thavittu pazham,ifct2004,,,Fruits,196.65,47,10.7,0.6,0.2,0,5.6
E140,Tumki,ifct2004,,,Fruits,468.61,112,26.8,0.8,0.2,0,0.8
E141,Vikki pazham,ifct2004,,,Fruits,640.15,153,36.2,1.4,0.1,0,1.6
E500,Blueberries,ukfct,,,,169,40,9.1,0.9,0.2,9.1,1.5
E501,Cranberries,ukfct,,,,65,15,3.4,0.4,0.1,3.4,0
E502,"Kiwi fruit, flesh only, raw",ukfct,,,,185,44,8.6,0.8,0.9,8.3,2.7
E503,"Bananas, raw, flesh only, weighed with skin",ukfct,,,,217,51,12.8,0.8,0,11.4,0.9
E504,"Cherries, West Indian, flesh only",ukfct,,,,102,24,5,0.4,0.4,5,0
E505,"Redcurrants, raw",ukfct,,,,89,21,4.4,1.1,0,4.4,0
E506,Sultanas,ukfct,,,,1171,275,69.4,2.7,0.4,69.4,0
E507,Amla,ukfct,,,,243,58,13.7,0.5,0.1,0,0
E508,"Peaches, canned in syrup, whole contents",ukfct,,,,233,55,14,0.5,0,14,0
E509,"Pears, canned in juice, whole contents",ukfct,,,,141,33,8.5,0.3,0,8.5,0
E510,Currants,ukfct,,,,1139,267,67.8,2.3,0.4,67.8,0
E511,"Cherries, glace",ukfct,,,,1256,294,78.1,0.4,0,0,0
E513,"Raspberries, raw",usda,,,,220,52,11.9,1.2,0.65,4.42,6.5
E514,DRIED MANGO,usda,,,,1464.4,350,85,0,0,67.5,2.5
E515,"Gooseberries, raw",usda,,,,184.1,44,10.2,0.88,0.58,0,4.3
E516,"Fruit cocktail, canned in juice, whole contents",ukfct,,,,194,45,11.7,0.4,0,11.7,0
E518,"Orange juice, freshly squeezed",ukfct,,,,140,33,8.1,0.6,0,8.1,0
E520,"Lemons, flesh only, raw, weighed with peel and pips",ukfct,,,,38,9,1.4,0.5,0.2,1.4,0
F001,Beet root (Beta vulgaris),ifct2017,ukfct,,Roots and tubers,149,35.61,6.18,1.95,0.14,4.35,3.31
F002,"Carrot, orange (Daucus carota)",ifct2017,ukfct,,Roots and tubers,139,33.22,5.55,0.95,0.47,3.23,4.18
F003,"Carrot, red (Daucus carota)",ifct2017,ukfct,,Roots and tubers,160,38.24,6.71,1.04,0.47,3.96,4.49
F004,Colocasia (Colocasia esculenta),ifct2017,,,Roots and tubers,372,88.91,17.85,3.31,0.17,0.9,3.22
F005,Lotus root (Nelumbium nelumbo),ifct2017,ukfct,,Roots and tubers,332,79.35,14.67,1.94,0.93,0.24,4.7
F006,"Potato, brown skin, big (Solanum tuberosum)",ifct2017,ukfct,,Roots and tubers,292,69.79,14.89,1.54,0.23,0.32,1.71
F007,"Potato, brown skin, small (Solanum tuberosum)",ifct2017,ukfct,,Roots and tubers,255,60.95,12.9,1.35,0.22,0.44,1.69
F008,"Potato, red skin (Solanum tuberosum)",ifct2017,ukfct,,Roots and tubers,306,73.13,15.43,1.83,0.22,0.38,1.68
F009,"Radish, elongate, red skin (Raphanus sativus)",ifct2017,ukfct,,Roots and tubers,134,32.03,6.71,0.67,0.13,1.15,2.46
